"","10plus_RP_pos_MS2","11plus_RP_pos_MS2","12plus_RP_pos_MS2","13plus_RP_pos_MS2","14plus_RP_pos_MS2","15plus_RP_pos_MS2","16plus_RP_pos_MS2","17plus_RP_pos_MS2","18plus_RP_pos_MS2","19plus_RP_pos_MS2","1plus_RP_pos_MS2","20plus_RP_pos_MS2","21plus_RP_pos_MS2","22plus_RP_pos_MS2","24plus_RP_pos_MS2","25plus_RP_pos_MS2","26plus_RP_pos_MS2","27plus_RP_pos_MS2","28plus_RP_pos_MS2","29plus_RP_pos_MS2","2plus_RP_pos_MS2","30plus_RP_pos_MS2","31plus_RP_pos_MS2","32plus_RP_pos_MS2","33plus_RP_pos_MS2","34plus_RP_pos_MS2","35plus_RP_pos_MS2","36plus_RP_pos_MS2","37plus_RP_pos_MS2","38plus_RP_pos_MS2","39plus_RP_pos_MS2","3plus_RP_pos_MS2","40plus_RP_pos_MS2","41plus_RP_pos_MS2","42plus_RP_pos_MS2","43plus_RP_pos_MS2","44plus_RP_pos_MS2","45plus_RP_pos_MS2","46plus_RP_pos_MS2","47plus_RP_pos_MS2","48plus_RP_pos_MS2","49plus_RP_pos_MS2","4plus_RP_pos_MS2","50plus_RP_pos_MS2","51plus_RP_pos_MS2","52plus_RP_pos_MS2","53plus_RP_pos_MS2","54plus_RP_pos_MS2","55plus_RP_pos_MS2","56plus_RP_pos_MS2","57plus_RP_pos_MS2","58plus_RP_pos_MS2","59plus_RP_pos_MS2","5plus_RP_pos_MS2","6plus_RP_pos_MS2","7plus_RP_pos_MS2","8plus_RP_pos_MS2","9plus_RP_pos_MS2"
"Feature0116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23027487.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19176923.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17088253.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240224.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0119",56635299.57,NA,NA,NA,71187397.69,57823786.57,NA,NA,80382211.42,NA,NA,NA,27523971.66,NA,NA,NA,9865455.109,NA,NA,NA,NA,NA,NA,27965892.24,197046296.6,NA,NA,NA,3049381.698,132494444.6,NA,25460546.26,NA,NA,NA,14112151.63,39717120.21,NA,14560878.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4894211.652,22301819.01,NA,26556374.61,49378325.64,NA,NA,NA
"Feature0120",NA,NA,NA,NA,NA,NA,328123348.4,216481800.6,NA,NA,NA,NA,NA,115370471.4,289017.7354,NA,NA,12437014.56,NA,NA,233302422.9,838590.8259,202703013.7,NA,NA,NA,5216955.849,NA,NA,NA,296008.4767,NA,255608768.1,NA,NA,NA,NA,NA,NA,878399.7643,NA,NA,NA,NA,NA,NA,529997.6227,210389926.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5640018.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0122",NA,NA,NA,NA,68561313.2,65921112.82,NA,NA,64187548.89,NA,NA,NA,60531956.29,NA,NA,NA,9831703.102,NA,NA,NA,NA,NA,NA,207580.1154,NA,NA,NA,NA,3680492.392,72569267.35,NA,NA,NA,NA,NA,NA,NA,NA,18836485.07,NA,NA,NA,NA,NA,NA,19452271.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0123",NA,314033107.5,NA,270307028.9,NA,NA,NA,NA,NA,433033197.5,NA,NA,NA,NA,NA,5612445.83,NA,NA,4359751.725,NA,NA,NA,NA,NA,NA,8119086.332,NA,5620365.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3586423.266,NA,NA,14562656.61,284592056.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274869323.4,NA
"Feature0124",NA,NA,NA,NA,123397704.4,252820632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149781.6171,NA,NA,NA,NA,NA,NA,156217.0813,185864735,NA,NA,NA,143569.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180609056.1,NA,NA,NA
"Feature0125",70335993.7,NA,NA,NA,NA,46540153.73,NA,NA,83941257.48,NA,NA,NA,NA,NA,NA,NA,44596476.62,NA,NA,45684007.88,NA,NA,NA,24406402.4,NA,NA,NA,28635898.11,NA,NA,NA,NA,NA,24620903.15,22460779.34,36715688.77,55385210.07,59715113.5,44092924.6,NA,NA,31076542.4,NA,NA,NA,NA,NA,NA,NA,NA,41052050.12,36478629.44,NA,57961586.95,NA,57775446.51,NA,NA
"Feature0126",52436562.71,74085767.97,NA,73241295.55,NA,NA,121762140.4,89911548.27,47659608.46,124616018.8,NA,NA,NA,53506488.32,4114583.957,107763848.9,108657780.5,42485176.66,87336397.83,NA,115546891.6,3127959.05,77743446.76,NA,NA,12502913.25,138447324.7,119809849.6,NA,NA,3397858.707,NA,106480294.5,NA,NA,NA,NA,NA,NA,20474258.17,62469425.56,62907208.77,101210961.7,58090646.37,59962955.15,NA,8534111.68,70510141.67,119437878.8,135986422.6,NA,5554649.708,58724779.15,NA,NA,NA,84812057.43,NA
"Feature0127",NA,NA,35339329.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201692.6821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0128",NA,NA,NA,NA,NA,NA,NA,NA,21538743,NA,NA,NA,NA,NA,NA,NA,2652935.18,NA,NA,NA,NA,NA,NA,4185479.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13316047.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0130",NA,NA,NA,NA,NA,NA,NA,NA,NA,140657401.2,NA,NA,NA,NA,NA,115595436.5,NA,NA,84213113.32,NA,NA,NA,NA,NA,NA,115483396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49105681.38,NA,NA,59123015.49,NA,NA,75907339.33,124411591.2,149668409.4,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0131",NA,37561574.15,NA,80543284.25,NA,NA,71318406.21,49455155.14,50313968.08,NA,NA,NA,NA,NA,7937454.692,NA,NA,17617796.65,NA,NA,60147518.37,6633720.702,NA,NA,18608775.43,NA,111498185.6,71301775.11,NA,NA,10365735.11,NA,59011538.85,NA,NA,NA,NA,NA,NA,18425279.02,NA,NA,76271015.33,NA,NA,NA,9689569.88,NA,NA,NA,NA,NA,25760131.04,NA,NA,NA,54585985.36,NA
"Feature0132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3934486.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0133",NA,NA,32356402.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5170067.437,NA,NA,NA,NA,8206811.466,NA,27707271.6,NA,NA,NA,4863126.54,24473409.26,NA,13297052.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0134",NA,NA,NA,NA,NA,273144583.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303431431.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104850735.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0136",NA,NA,NA,NA,NA,NA,352889756,194089446.6,NA,NA,NA,NA,NA,213729602.4,7704516.025,NA,NA,15729207.89,NA,NA,301042185.7,9991441.31,308575956.6,NA,17126663.46,NA,31647178.61,NA,NA,NA,11976717.28,NA,306549421.1,NA,NA,NA,NA,NA,NA,19946389.82,NA,9416247.579,NA,NA,NA,NA,3722240.55,254922905.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13158366.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677653.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427390.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0140",NA,NA,NA,NA,NA,NA,NA,NA,NA,48139067.88,NA,NA,NA,NA,NA,16298146.45,NA,NA,16004888.86,NA,NA,NA,NA,NA,NA,52570816.08,NA,22119126.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42925974.22,NA,33056140.09,NA,NA,NA,23617813.01,67446772.78,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0141",NA,NA,NA,NA,62456660.23,NA,125687655.4,52531704.8,NA,71954606.61,NA,NA,NA,NA,31578166.25,121363758.6,64764607.09,68777674.13,84717568.42,NA,98203483.8,19419696.72,51648541.27,128087766.4,NA,13992357.97,99968599.13,122091001.4,79710962.46,62797145.9,61067745.14,NA,92620047.82,NA,NA,NA,NA,NA,NA,NA,NA,37320295.65,NA,NA,41386714.41,NA,32490878.22,70514927.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9728375.354,NA,NA,NA,NA,NA,NA,718710.8884,102895582.9,NA,NA,NA,14279624.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892423.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0144",NA,234708799.9,NA,NA,NA,NA,NA,NA,NA,198610912,NA,NA,NA,NA,NA,635247.6319,NA,NA,708345.5737,NA,NA,NA,NA,NA,NA,602134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627400.9751,NA,185886474.2,NA,224728908.5,NA,NA,NA,NA,154891050.1,NA,NA,NA,NA,NA,NA,228596522.7,NA
"Feature0145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416624527.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517488.557,NA,4586382.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12083134.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0147",NA,NA,NA,NA,NA,NA,125298359.3,NA,NA,NA,NA,NA,NA,NA,1816807.457,NA,NA,NA,NA,NA,NA,NA,74379486.72,NA,NA,NA,24321199.49,NA,NA,NA,NA,NA,93095081.74,NA,NA,NA,NA,NA,NA,NA,NA,3504005.962,NA,NA,NA,NA,NA,68628529.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0148",NA,65865490.67,NA,60316066.65,NA,NA,NA,NA,NA,106440481.7,NA,NA,NA,NA,NA,697202.2787,NA,NA,126054.3766,NA,NA,NA,NA,NA,NA,138676.7203,NA,157188.6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113782.1982,NA,57410054.89,NA,48860504.73,NA,NA,NA,142417.6787,100338150.5,NA,NA,NA,NA,NA,NA,76711063.29,NA
"Feature0149",509075476.2,398633448.8,331795291.4,380905921.3,584700545.5,641420639.3,258868634,213629041.1,670420343.9,567709487.2,217626607.7,374294569.6,625436031.7,NA,389798480.1,239525683.9,448892129.5,NA,186684880.6,483925388.4,220187608.2,NA,166703302.8,269504389.4,638941156,408313003.9,608318312.5,250282834.3,409183784.1,673447659.2,434642828.8,547491171,210230770.2,254755510.1,213882470.4,336606327.1,588321192.1,524140913.2,484156341.9,NA,126956311.5,319876708.9,400488771.4,228610198.7,312749861.2,629817158,NA,150851726.6,NA,NA,546129131.5,NA,620946767.9,548849826.2,466481346.6,595818196.9,396269997,205146218.7
"Feature0150",NA,841464919.7,NA,754409723.3,NA,NA,NA,NA,NA,1331165044,NA,NA,NA,NA,NA,267972.3082,NA,NA,643373.7155,NA,NA,NA,NA,NA,NA,3928816.503,NA,464358.7771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446724.5412,NA,1005942433,791808.1846,691794564,NA,NA,NA,917652.7082,1334668532,NA,NA,9727720.65,NA,NA,NA,921193883.8,NA
"Feature0151",NA,NA,NA,NA,NA,NA,109786735.3,30515944.38,NA,NA,NA,NA,NA,NA,3145406.385,NA,NA,7147360.867,NA,NA,82609595.76,10732021.82,57377146.45,NA,NA,NA,NA,NA,NA,NA,3918424.176,NA,79597725.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2871026.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0152",73371574.02,NA,NA,NA,55924536.18,88889084.88,NA,NA,62670095.17,NA,42921526.82,59173382.06,122677414.2,NA,NA,NA,2102756.171,NA,NA,8653735.498,NA,NA,NA,37264598.53,NA,NA,NA,NA,18943899.85,59127835.56,NA,111495152.3,NA,NA,41480220.22,55663716.49,113015220.5,129301386,64634869.01,NA,16931224.12,NA,NA,NA,NA,6987342.015,NA,NA,NA,NA,2211521.963,73015697.69,NA,93849998.27,114878663.6,98039086.97,NA,NA
"Feature0153",57416737.05,NA,NA,NA,NA,67338444.7,95461662.54,NA,63244752.66,NA,NA,NA,80447868.84,NA,29876172.24,NA,22213332.73,62586566.39,67028274.96,NA,79644179.42,32144369.67,56357768.03,99733298.97,62764256.36,47938696.37,54347376.94,NA,25561531.45,NA,27977482.88,78876567.16,80627423.03,NA,NA,37620802.84,85037581.83,92757801.6,44308593.29,NA,41373258.04,NA,NA,NA,14806454.34,NA,23064951.78,57543630.05,90251010.45,NA,16203969.79,45797435.05,NA,71380164.19,88698304.76,67241947.27,NA,NA
"Feature0154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9870912.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0155",NA,NA,NA,NA,137277662,103762233.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537002.0145,NA,NA,NA,NA,NA,NA,198216.0301,55299920.47,NA,NA,NA,980551.9254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65815029.01,NA,NA,NA
"Feature0156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10079131.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0157",NA,NA,NA,NA,NA,NA,132902730.9,151527385.4,NA,NA,NA,NA,NA,NA,1048275.116,NA,NA,3311539.565,NA,NA,135625268.4,1292683.015,139071144.7,NA,NA,NA,19559496.35,NA,NA,NA,990459.1624,NA,143456330.8,NA,NA,NA,NA,NA,NA,1875065.964,NA,NA,NA,NA,NA,NA,1208258.728,113085073.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3709053.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248329.883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106137272.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0160",NA,NA,NA,NA,NA,NA,NA,NA,NA,267117144.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0161",NA,NA,NA,NA,NA,128207846.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63689595.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23510941.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7667685.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217954.5375,50764224.73,56104278.73,56040928.74,59561341.64,NA,NA,NA,NA,NA
"Feature0166",56560138.41,NA,NA,59319772.14,NA,NA,NA,NA,NA,NA,NA,62722663.17,NA,NA,NA,NA,NA,NA,NA,59485377.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58164198.05,NA,NA,NA,NA,NA,NA,49775912.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0167",135349958.6,NA,65806395.86,NA,NA,NA,195527374,NA,215879147.1,59152355.38,NA,NA,NA,49180927.84,74207550.17,177501458.4,40148794.13,NA,NA,NA,147410364.7,77466068.72,99118189.11,221283155.3,NA,NA,82455842,183404885.7,54301998.24,184774070.8,77838613.4,136163740.7,152678179.1,NA,NA,75634828,158334656.6,155708100.2,NA,190725778.1,74328345.81,NA,43294246.31,NA,NA,NA,62577550.48,113783090.3,181705137.6,129185274.4,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0168",268614448.7,98638804.27,149024649.7,102747867.5,188222689.2,335097099.1,464253887.1,157628811.6,NA,168759857.7,149102508.8,NA,368897833.3,132906189,165814978.6,426277157.9,112567769.2,292800441.5,317973067.9,221713399.8,NA,168721746.4,253570188,452478545,254411000.6,271689050.4,231273003.4,431333520.1,161683626.8,290823455.5,180024784.6,336546838.3,346957917.8,442683759.9,135140729,183515470.3,386303638.8,408747697.9,212019685,546994858,204596411.8,178772349.4,130091224.7,127871687.1,97637384.77,298528352.7,127461221.2,251271094.2,NA,NA,NA,NA,NA,304787569.2,385594038.5,301453634.1,181113743.1,116427989.5
"Feature0169",NA,NA,NA,NA,NA,NA,110070308.5,41142580.87,NA,NA,35912958.78,NA,NA,NA,44236334.24,NA,NA,89523018.12,NA,76483089.75,81669777.14,57248806.27,67615674.63,NA,NA,NA,NA,NA,34988823.65,NA,46659219.5,NA,77178311.84,90290374.47,NA,67537151,NA,NA,57889492.72,NA,NA,NA,NA,NA,NA,NA,37428177.3,69600012.98,NA,NA,NA,66438456.76,NA,NA,NA,NA,NA,NA
"Feature0170",NA,NA,NA,NA,NA,NA,65104972.54,NA,NA,NA,NA,NA,NA,NA,NA,55270916.97,NA,NA,NA,51039041.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60864703.54,NA,27982935.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,28507410.57,NA,NA,83056514.6,NA,NA,NA,NA
"Feature0171",515776474.2,NA,NA,NA,360692315.5,267699150.1,NA,NA,356294015.2,NA,NA,74298306.01,NA,NA,NA,NA,9335903.168,NA,NA,14580291.44,NA,NA,NA,6267049.252,221441850.7,NA,NA,NA,36579638.41,NA,NA,256260264.6,NA,6051007.488,83445333.29,90506256.75,393217677.3,308240709.6,NA,NA,NA,NA,NA,53580492.24,NA,18189848.89,NA,NA,NA,NA,17303263.84,95767672.8,NA,266100001,176868634.7,268324394,NA,NA
"Feature0172",NA,450385391.1,NA,459827434.8,NA,NA,592790232.4,152917427,NA,698322611,NA,NA,NA,189638669,10442504.42,561569636.6,NA,43009749.09,438151443,NA,516811025.3,6988032.934,367647700.8,NA,NA,36021196.63,760962495.7,592546987.2,NA,NA,13474001.46,NA,496600651.4,NA,NA,NA,NA,NA,NA,16670722.6,222407873.3,258408830.2,560248444.3,326166367.2,396263031.7,NA,8831036.91,381613391.2,623522595.6,727324869.4,NA,NA,10394869.14,NA,NA,NA,495500797.8,NA
"Feature0173",828622718.3,219237671.3,462164593.6,238741318.4,581531259.8,1071160332,1303395225,500167553.9,750070694.9,397651289,485186933.9,570355682.4,1165828041,399922491.7,544707332.8,1301795508,242233249,706745988.7,995582581.6,534734644.6,1116037422,509156743.3,750353798.2,1400697026,622635238.3,613794098.4,625640161.7,1275793451,357847275.8,725335687.1,564485496.8,1060773602,1062404410,1321929494,409211609.9,541109446.7,1183073776,1300171351,703360674.7,1803152892,550932099.5,526495088.3,294864734.1,458654708.8,197895836.4,722499861,470332319.1,760222116.8,1262061925,864690234.9,201769281.3,726156497,1141644596,933809489.7,1187907127,885123700.1,417669797,330924414
"Feature0174",60889972.66,NA,NA,NA,64658029.41,65309663.01,40643077.76,NA,51651654.87,NA,NA,NA,76844275.31,NA,NA,NA,21287879.84,NA,NA,27789418.99,45634848.85,NA,26754592.09,38393373.9,71774692.68,NA,NA,NA,26644186.78,61579774.14,52431154.63,63629918.3,43023706.88,NA,NA,41207650.44,72460724.35,72920627.43,49942320.98,NA,NA,NA,NA,NA,NA,36748779.68,NA,27308194.15,NA,NA,NA,47131410.89,NA,NA,67092239.18,61793303.11,NA,NA
"Feature0175",951442711.9,NA,733481632.2,NA,660657706.4,772201314.9,NA,NA,174124703.9,NA,548562356.7,1100351875,1024951268,80831013.26,NA,NA,30099431.53,NA,NA,38433822.47,NA,NA,NA,32290811.48,209558527.9,NA,NA,NA,29949873.68,219721842.9,NA,835710747.5,NA,34148301.47,708168818.4,735442259.7,892434568.4,803236312.9,1017050933,NA,NA,152754481.1,NA,NA,NA,40828927.86,NA,NA,NA,NA,26482342.27,1113562869,NA,808464644.6,771849474.7,963009436.7,NA,659172700.8
"Feature0176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16086127.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
