"","CTRL1","CTRL2","CTRL3","F1154_1","F1154_2","F1154_3","F1177_1","F1177_2","F1177_3","F1246_1","F1246_2","F1246_3"
"Feature0116",20.7810676247674,20.7519591783291,20.6904502216635,26.5933637145611,27.7131072521044,27.5110489089435,27.9667537541784,19.9068221965439,29.0786171782302,21.734439194055,21.7128827944631,22.0561722799969
"Feature0117",27.408732477058,26.4883552098344,26.5484754815029,26.7005199281091,27.1368682207568,24.0658336916336,26.1722749948007,26.3942887493476,28.1767676406896,25.3843309716207,20.189813058469,19.193917798995
"Feature0118",23.3475792262001,27.5200166884745,27.5325681024754,23.5037465725653,23.758692213087,19.4721969589049,24.1928385019273,24.5723473691529,23.7529325603264,28.6093228354359,21.1844508480892,19.9437258850389
"Feature0119",23.5150949291347,26.7821028853669,26.7545936020727,27.8286585317272,28.0840323862682,24.7637791712927,28.1786289043422,27.9053036757875,23.9107133592089,27.8649977171358,24.6193066158139,24.0963081147798
"Feature0120",23.6975563345948,26.9623314092828,26.9653505724548,27.8414435201055,28.0436865288818,24.7672740598625,28.1902071992022,27.9468651546537,28.0347506333556,27.8761179738449,24.6780551270105,24.1106964377773
"Feature0121",27.054047645268,22.7763817896198,18.242483723989,23.8962134756858,23.863050738483,29.3296838121698,24.2396889062667,24.1260538617454,24.2383233386901,23.3706364878083,29.2009073524292,29.50259703901
"Feature0122",17.7177915925365,18.3361735996601,18.5278488308914,30.8153203116617,31.4748150340655,30.9412396850894,30.0409333705315,20.6222064290543,27.552615416325,15.6811595913902,13.8504811704049,14.0232760164603
"Feature0123",19.0990883412106,21.8363063503162,19.9516329409992,20.4859777051328,20.9093792469434,19.8714911507299,21.8705184689228,22.0031329652206,20.3175762657133,26.3886293750589,25.8139909451102,26.2032608398881
"Feature0124",28.7085039271942,27.7719313046959,27.536225915009,23.1729331130004,23.1500897917369,22.5581850998392,23.2032761697272,22.3099731726993,25.3001397413187,25.5372500389608,26.6839882195962,26.828669025636
"Feature0125",21.6761221270532,27.8720996530212,27.7860473850627,27.742833534226,28.067958942831,23.0272876332467,27.701536837757,27.1874007409403,24.8098876040869,26.9876972270791,21.8577455878305,21.8566300772156
"Feature0126",28.4688788751562,28.1086023211679,28.0701967493656,22.2358108033616,21.1725211438946,19.9295706768948,21.438321579347,19.5735918332643,20.1950299147794,27.1909828139938,26.1809337575747,24.265392453527
"Feature0127",22.1243585576274,22.0948277797748,19.6827712229885,22.8594969442428,22.8650131605274,30.1221529354946,23.157650508108,22.8434651111873,24.9428375568615,23.6107751685785,27.284416955611,26.3376606199928
"Feature0128",28.7855222662928,22.199768232328,20.1054309806628,22.7259282822131,23.1184421451936,28.4039550847159,20.8882822506519,21.301933597737,27.0049648531581,22.483159065782,29.8427306734435,30.1473266142843
"Feature0129",29.3679524324858,29.0653978444159,28.9771990986724,26.2834532648613,26.0763192035974,27.047567850223,26.8088445985478,26.9701470070282,27.262215267468,26.6369249374951,27.0415340289241,27.4953886077489
"Feature0130",25.2824304569689,28.391109554466,28.3249078804147,27.1222121668739,26.964856937122,22.3943972330768,26.0394807611049,23.1741203662255,26.7746234294572,28.6430711428773,23.914355552427,24.1259091976399
"Feature0131",18.6306216198091,19.41090940415,20.3191594982517,24.2766291146369,24.6328843359674,24.3108558429174,21.9454967792604,23.9712895620901,22.9507727536729,22.1430080346488,28.9297425000799,29.0651442416751
"Feature0132",29.2459361917192,22.9373901898911,23.1510252638869,22.9125791283203,23.2444749527902,30.1294185475622,23.1479781088894,23.1450606823922,24.4042382258039,22.1623220937056,27.6653571454394,27.0109812270347
"Feature0133",23.0974469106035,23.0781800641547,22.5518169237344,28.9512786651964,28.9099691989587,29.3961302171195,28.5990980308218,28.6248694401198,28.797778061894,27.4397710381998,28.3240773503624,28.952203775341
