FeatureID,H_to_C,O_to_C,Class,Fungi,GFE,Name,Comment,log2FC,pval,pval.adj
Feature0211,1.9,0.2,Lipid,1177,94.5,Di(2-Tetrahydrofurylmethyl)amine,Upregulated,0.290920062,2.29E-04,0.005957631
Feature0208,2.166666667,1.5,Carbohydrate,1177,60.3,D-Glucose 6-phosphate,Downregulated,-0.066682669,4.47E-04,0.00776514
Feature0206,2,1.166666667,Carbohydrate,1177,50.8,D-Gluconic acid,Downregulated,-0.124801528,3.27E-04,0.006376896
Feature0193,1.666666667,0.5,Protein,1177,79.3,Butyl glyoxylate,Upregulated,0.442293398,0.00199591,0.020814488
Feature0191,1.666666667,0.833333333,Carbohydrate,1177,60.3,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",Downregulated,-0.262213006,4.10E-05,0.004354784
Feature0190,1.666666667,0.833333333,Carbohydrate,1177,60.3,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",Downregulated,-0.212411791,3.32E-04,0.006376896
Feature0184,0.833333333,0,Unsaturated HC,1177,69.8,Azobenzene,Downregulated,-0.116228506,0.002837012,0.026551521
Feature0179,1.833333333,0.333333333,Protein,1177,50.8,AMIDINOPROLINE,Upregulated,0.061237418,0.002706622,0.025997821
Feature0161,1.678571429,0.5,Protein,1177,86.76428571,[Similar to: NP-015005; ΔMass: -441.3129 Da],Downregulated,-0.430465701,3.28E-04,0.006376896
Feature0160,1.64,0.68,Amino Sugar,1177,51.18,[Similar to: NP-015005; ΔMass: -441.3129 Da],Downregulated,-0.314199484,2.84E-06,0.001035465
Feature0158,0.888888889,0.296296296,Phenol,1177,49.74444444,[Similar to: NP-004022; ΔMass: 150.0295 Da],Downregulated,-0.071130175,0.006312961,0.043476049
Feature0158,0.888888889,0.296296296,Phenol,1177,49.74444444,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak2,Downregulated,-0.071130175,0.006312961,0.043476049
Feature0153,1.8,0.8,Carbohydrate,1177,60.3,[Similar to: Muramic acid; ΔMass: 162.0529 Da],Downregulated,-0.163943906,5.23E-05,0.004354784
Feature0142,1.8125,0.75,Carbohydrate,1177,63.8625,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],Downregulated,-0.450475085,4.74E-04,0.007858242
Feature0142,1.8125,0.75,Carbohydrate,1177,63.8625,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],Downregulated,-0.450475085,4.74E-04,0.007858242
Feature0141,1.466666667,0.5,Phenol,1177,83.1,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",Downregulated,-0.423519071,1.41E-04,0.005144017
Feature0133,1.64,0.68,Amino Sugar,1177,51.18,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Downregulated,-0.176087399,0.001026577,0.013877805
Feature0132,1.64,0.68,Amino Sugar,1177,51.18,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Downregulated,-0.278649608,0.001720838,0.01853431
Feature0119,0.888888889,0.277777778,Phenol,1177,41.3,"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",Downregulated,-0.107585487,3.14E-04,0.006376896
Feature0101,2.166666667,0.333333333,Protein,1177,88.8,6-Aminocaproic acid,Upregulated,0.30642428,0.007046441,0.04762872
Feature0100,1.916666667,0.833333333,Carbohydrate,1177,60.3,6-(alpha-D-glucosaminyl)-1D-myo-inositol,Downregulated,-0.147280252,2.16E-04,0.005957631
Feature0097,1.333333333,0.666666667,Other,1177,60.3,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",Downregulated,-0.210264811,9.80E-05,0.004354784
Feature0091,1,0.2,Phenol,1177,77.4,4-Methoxycinnamaldehyde,Upregulated,0.197822865,0.007208807,0.047840265
Feature0089,1.137931034,0.344827586,Phenol,1177,70.12758621,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",Downregulated,-0.093965554,0.004439894,0.036012474
Feature0076,1.928571429,0.785714286,Carbohydrate,1177,64.37142857,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,Downregulated,-0.458040634,1.07E-04,0.004354784
Feature0069,1.1,0.5,Phenol,1177,54.6,3-Carboxytyrosine,Downregulated,-0.19882723,2.59E-05,0.004354784
Feature0055,1.615384615,0.230769231,Lipid,1177,73.45384615,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",Upregulated,0.560713108,7.84E-04,0.011441749
Feature0051,0.947368421,0.315789474,Phenol,1177,69.3,"2,3,9-Trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one",Downregulated,-0.096403976,0.001646761,0.01853431
Feature0050,1.3,0.3,Phenol,1177,37.5,2'-Deoxyadenosine,Upregulated,0.101586122,0.004853569,0.037692608
Feature0042,1.9,0.7,Amino Sugar,1177,66,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,Downregulated,-0.220527399,1.71E-04,0.005688743
Feature0038,1.333333333,0.5,Phenol,1177,69.8,"1-(2-Furyl)-1,2-ethanediol",Upregulated,0.356829948,0.005659032,0.041310935
Feature0032,1.642857143,0.785714286,Carbohydrate,1177,56.22857143,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",Downregulated,-0.349637087,0.006148434,0.043157277
