"","10_CTRL_1154.3","14_CTRL_1177.3","19_CTRL_1246.2","2_CTRL_CTRL.2","40_CTRL_CTRL.3","41_CTRL_CTRL.1","46_CTRL_1154.2","47_CTRL_1177.1","57_CTRL_1246.3","59_CTRL_1154.1","60_CTRL_1246.1"
"Feature0185",853858.8244,148389004.3,659541.4728,942478.0106,659070.308,673172.7768,1212843.261,404314816.6,710046.9338,1383323.888,707871.6022
"Feature0186",98864242.67,72460935.11,49202897.76,128012171,130805297.7,163431410.2,85355424.4,218701627.2,24551733.59,139446090.9,11405575.99
"Feature0187",3937488.403,4248682.333,18705753.15,120948706.8,107169016.2,125586143.7,3279631.229,4014667.375,15626187.3,4715570.58,16374996.21
"Feature0188",1383755430,1984879572,2172184048,1927352913,1900700950,2130742304,499242135.5,1840044028,2253151373,1278726560,1907518854
"Feature0189",661621.9448,29122570.86,835236.6356,972136.0357,1387275.704,935284.1202,670735.5269,378861117.5,619418.9437,832591.776,534058.6237
"Feature0190",9359751.381,10743657.12,90841211.29,256097904.5,225596192.5,226025270.1,5906322.778,11821235.81,84250531.77,9704660.846,72902613.52
"Feature0191",21426151.18,28282151.92,238466247.4,1191541255,1152462494,1185609164,7052075.608,32546476.37,220664006.7,18127075.99,162811483.9
"Feature0192",135303.037,15464914.88,180388.1814,125318.4798,126338.3067,134626.29,122269.1018,3704403.156,94083.89592,136364.2482,106950.7125
"Feature0193",50265348.53,42817122.82,4284988.42,576462.8434,911338.0933,1159552.708,44580181.37,65157177.69,3799919.531,58104831.62,3673080.459
"Feature0194",380525.2506,1364243.761,767515.1199,1350884.838,1205975.493,969104.2652,54810897.41,58240526.63,97524567.08,104381482.4,104710250.3
"Feature0195",74459560.23,4793050.274,675966.7432,206664.2094,625873.1087,254282.344,44055053.7,1349663.06,173216.2436,80019424.56,222967.0871
"Feature0196",1400263.634,981363.7324,159891.5506,101028.1729,272722.6379,568850.9567,28328195.71,4087803.108,192833.0989,3031065.244,93962.90714
"Feature0197",562067.8239,897617.7791,273484.545,265943.7458,256286.0975,255739.7613,353144.0091,1394937.456,379573.7014,114411875.7,265680.1164
"Feature0198",727406948.3,771003190.8,343812847.2,1278613841,1238431112,1339360118,819212886.8,1144832125,316244825.5,931545575.9,291431982.5
"Feature0199",178990212,359647106.6,2186992951,101042218.7,97785301.06,113759594.2,393549382.5,1020637501,1619512205,285798075.9,1525379297
"Feature0200",632675863.2,250243112.9,1720577752,1409250941,1395331159,1586335388,431166309.1,459627845.4,1541436117,574776690.2,1402724382
"Feature0201",248503789.3,252723444.3,210986836.7,208324126.5,199189840.7,233352783.7,221419572.3,248413885.9,222417247.4,298183674.6,181189886.1
"Feature0202",172343404,189618852.1,189460908.9,142742279.5,141540634.4,169014001,159754664.5,183557274.1,164599669.1,210400310.1,146028497.5
"Feature0203",3238393.533,827677.9313,19124958,77865864.1,85235979.88,95685916.2,4608069.169,6316348.247,18134600.14,5208407.114,6997151.212
"Feature0204",3495655.833,12348462.43,4012538.764,2765184.53,2628170.59,1994764.213,124443.8462,385114.9648,2891893.065,1194757.996,2519780.896
"Feature0205",1071110.005,1466861.295,575014825.3,840845.3439,1022889.611,893472.9795,918048.1284,1017407.358,277952094.3,875747.6075,276693532.4
"Feature0206",6925125.085,6123686.651,21745844.69,54049234.76,55008037.46,58194518.28,3588085.572,7271563.349,16440808.03,5796656.912,13944532.33
"Feature0207",1711621.851,2059532.066,2586413.623,11354940.59,11193518.89,11510355.11,1078023.246,1836735.204,2267093.464,1655934.367,2163492.661
"Feature0208",25426608.06,28822920.61,132237031.4,103748954.4,102097448.1,117077954.5,17543060.53,37423722.69,137447420.3,22066181.24,92931714.49
"Feature0209",6854618.417,33826880.99,52373236.57,52559228.32,50770611.11,66852963.4,8310226.415,19285767.05,2065106.865,565550.802,69953.36382
"Feature0210",15342696.58,32062715.33,41434348.51,18076566.14,16037545.05,20113851.48,4789265.013,20620053.08,33524590.88,17757514.83,26658603.34
"Feature0211",487969.4232,37407275.12,655145.7314,562775.2049,556535.8114,370957.281,461539.9223,32600056.62,413233.342,272012.2077,433153.6442
"Feature0212",3272881.606,201929.5739,3044068.534,7082178.276,6908044.519,8880262.731,358886.242,906607.1643,1450943.001,767892.074,1458132.1
"Feature0213",4559358.253,6444419.506,28187194.35,340419.7061,365688.2609,623124.6774,14455504.45,41688676.52,12015234.01,5668081.891,17554299.38
"Feature0214",177960896.7,168599798,198379466.8,173342889.9,188085059.7,193475079,195672882.6,183398102.6,116020208.5,108390709.5,112606627.9
"Feature0215",55254234.28,54138998.38,186046547.3,17250063.98,19711389.28,18169034.64,15985671.36,46889365.24,151836895.4,60608990.77,160061101.5
"Feature0216",167900163.8,191962224.9,96600137.11,167747608.8,157444033.2,154631611.5,179874755.1,394891334,70278427.19,213094556.8,36467824.64
"Feature0217",1165554707,1106605452,1104043864,297011949.2,277628727.7,344277542.3,886226712.1,1087830968,962333707.5,1351696336,802558590.3
"Feature0218",1048473265,750317697.7,403557008.3,9614166.556,12751752.06,10530384.48,834976834.5,970829882.1,382888638.5,1060727058,385218994.9
"Feature0219",64426175.17,131059612.8,4614611.113,2945046.974,3468150.123,3954783.694,103800428.7,546788539.4,4370824.473,103734012.1,4190010.064
"Feature0220",304087863.1,231467723,205522600.8,323079179.7,331233847.2,393388847.5,287177599.1,708739321.8,133060669.4,508024082.5,25297743.42
"Feature0221",2617640.293,1419827.355,252742903.7,537575.8078,694669.5008,968103.0969,819206.9841,1304772.295,192640103.1,1915419.822,118757031.4
"Feature0222",58994951.36,56234149.9,24665467.62,22600098.69,21852931.52,47096016.22,57209760.83,74259231.11,21678385.98,62906212.75,23119132.12
"Feature0223",29459718.26,63081016.38,58843338.7,5587684.653,4892654.72,5470187.186,16571260.01,60831285.45,52922201.86,31766581.9,46379627.61
"Feature0224",1625626.122,1651338.497,7054680.171,10830875.13,14344623.41,15497446.22,1141532.226,2400320.291,4531431.952,1976377.105,5240488.37
"Feature0225",33781016.27,87440605,10868628.81,11759851.94,10079490.36,14410600.81,66240040.64,154258886.2,9042975.826,59206992.75,6028089.064
"Feature0226",81083024.43,97957972.84,44697876.74,6401766.965,7877128.898,7251051.805,19808018.41,36209753.53,54261995.15,64478019.87,27885554.78
"Feature0227",17657128.76,24507729.89,49191271.51,38687639.52,35640877.49,42029826.11,21563437.93,78265616.66,562224.7484,470210.3207,284654.4817
"Feature0228",5070267.718,2546987.799,1146829.075,52980847.52,49716377.1,55459024.57,22829620.62,17501212.18,413335.7739,6247015.929,555745.0727
"Feature0229",6758764.657,10402132.77,22813827.98,4546617.144,3621682.305,4359837.018,8336621.232,23938639.02,15608064.23,10803334.06,4650617.229
"Feature0230",6669721.489,6128420.075,40340853.36,4134005.575,4232151.926,4104295.318,7568613.213,4660088.079,31371047.01,6591792.998,32813781.14
"Feature0231",4338453.826,28407663.71,2705135.043,845382.1441,675673.2563,536234.5667,41788868.34,2595835.959,1126296.142,3342038.709,1340521.072
"Feature0232",89419.42369,132293.0115,91775549.21,166508118.4,162988548.7,193838066.3,149365.801,131430.8957,44015643.5,125269.5699,53439991.45
"Feature0233",2158604.145,1866523.062,3649978.057,51188933.42,49871183.79,63107609.43,377688.0393,5110270.64,780750.7136,1633614.543,594546.1394
"Feature0234",28875966.09,20282316.29,5363813.452,4016806.016,2977773.427,3485458.859,28838637.11,22205171.66,4374589.298,28858252.02,4269240.829
"Feature0235",33643703.42,27435708.39,1559502.324,1739884.026,1510771.202,1484993.002,10908578.26,17107587.59,1541191.294,34051079.01,617075.8234
"Feature0236",8912727.066,8684615.657,10304263.51,112257722.1,108319191.6,120594724,2354668.368,19458880.84,2887881.526,6662575.406,1950446.696
"Feature0237",64190.35879,73458.04268,493749.9999,87043144.7,79365815.84,102605441.9,60535.7566,64896.56495,138159.5824,64262.11878,170404.546
"Feature0238",495720.3832,10706383.12,1622101.866,1277761.502,1233445.615,1021631.274,444411.6422,21332943.13,243013.4546,351692.9641,1268747.091
"Feature0239",222664526.6,134066124,95382445.27,262081070.4,255490185.1,323404595.2,208585834.5,554864127.2,1071993.743,17679215.81,361386.7654
"Feature0240",3882413.7,1563472.466,32380087.44,695202.6605,1027916.607,960997.4046,219177.1442,1083726.454,37870238.42,3462906.415,22554637.62
"Feature0241",33270116.28,24662965.68,144475382.6,23214241.93,21685120.55,23044578.07,23730487.92,93614583.3,93452039.41,43381600.24,30606728.92
"Feature0242",1495452727,1055706174,1506954002,1052008541,952435254,972264407.9,859838218.3,756226785.5,1394425221,1659604405,849618245.2
"Feature0243",110137435.3,72885305.27,45554740.23,89733916.39,98340047.59,112001092.5,93401722.05,181673033.5,38127806.62,116932069.8,33743311.7
"Feature0244",35658625.88,32965996.24,3413840.569,3384209.584,2548893.669,3209623.646,24169268.58,67325564.86,408913.0521,40006941.52,14502680.51
"Feature0245",4844097.425,3756670.346,3255190.72,3031035.296,3318875.317,3174701.785,15146219.88,9771508.184,1841602.521,8778626.632,2050164.352
"Feature0246",851441432.8,332712272.6,1160097873,600291571.1,648172855.4,855622206.1,566928853.6,938686073.3,318910892,527719280.5,503275993.7
"Feature0247",230788230.5,208225958.7,135092346.8,6007394.805,7351474.281,3491233.919,91878708.01,473898693.9,82848785.9,245552230.5,88980664.88
"Feature0248",19842212.61,17193619.85,7260235.308,16891431.93,15768065.32,16034034.04,16086127.86,27205476.22,5602982.919,21614278.52,4484570.758
"Feature0249",951442711.9,660657706.4,29714395.95,32532257.99,32952819.79,34148301.47,1017050933,1107661178,26482342.27,1029192204,29588352.4
"Feature0250",60889972.66,64658029.41,25026480.15,45634848.85,43023706.88,44982126.62,49942320.98,121325646.1,18686598.7,71353244.74,10292261.9
"Feature0251",828622718.3,581531259.8,397651289,1116037422,1062404410,1321929494,703360674.7,1803152892,201769281.3,1141644596,92221930.89
"Feature0252",8998963.511,12119481.34,698322611,516811025.3,496600651.4,600294088.8,8329963.896,16670722.6,577332534.3,10394869.14,510530060.7
"Feature0253",515776474.2,360692315.5,31885703.77,4614334.278,6542701.136,6051007.488,197206268.2,90297151.64,17303263.84,526485828.7,36037462.37
"Feature0254",69129475.99,38732900.34,34050397.16,51298448.97,48422510.09,58737455.87,60864703.54,113143045.6,28507410.57,98655474.87,18160202.87
"Feature0255",75919268.28,53631965.26,50252275.87,81669777.14,77178311.84,90290374.47,57889492.72,115300455.5,30153319.63,97124989.44,18139259.54
"Feature0256",268614448.7,188222689.2,168759857.7,20414366.35,346957917.8,442683759.9,212019685,546994858,2056970.502,1467602.911,761664.1125
"Feature0257",135349958.6,116682344.5,59152355.38,147410364.7,152678179.1,178356168.6,88205898.81,190725778.1,37185442.78,164808481.4,23862380.68
"Feature0258",56560138.41,56037549.02,50571763.57,53687091.03,54974768.46,54008074.19,52201542.33,55831816.12,2310610.054,2195287.697,36214837.68
"Feature0259",820337.6088,385479.2919,373767.4425,270847.8259,330348.0029,331907.5476,749512.2812,152270.3813,56104278.73,59561341.64,58305294.29
"Feature0260",1673601.085,20564139.28,45196020.35,26261838.54,23149569.46,29449717.81,3651022.863,10335106.5,2554132.351,208051.9596,1426432.391
"Feature0261",690243.3153,947897.5418,3019470.847,4486872.296,1757053.627,162958.9821,150517.2119,1154950.623,53278934.17,12612352.02,20813861.88
"Feature0262",7843657.754,40035718.87,79128961.68,34288809.7,28979596.41,39658447.46,9014472.512,24291599.76,1117834.416,176837.2085,1020439.17
"Feature0263",21330022.9,2614919.751,721505.53,280695.8389,431118.6873,389949.3671,119948.8632,255717.017,693820.0994,9856143.938,428303.8887
"Feature0264",2593876.331,3551306.993,77843397.41,382517.165,1565761.408,1330225.638,295325.1521,710219.0044,54405486.58,16563498,23657611.67
"Feature0265",6751042.624,15148902.99,32577136.06,10353885.17,8767880.548,11691822.38,8597359.381,28652852.57,1941358.952,546734.0576,841504.2558
"Feature0266",2547279.782,38711401.38,38245802.83,35594223.77,33340116.69,41702203.29,5774092.161,16691264.28,46350591.13,3738738.867,28013220.74
"Feature0267",5221361.591,58903779.59,74063057.05,20511999.35,17637342.19,24824952.8,7567826.816,26936224.91,72694439.22,7789921.306,33384012.82
"Feature0268",1923756.057,33914900.17,22986508.95,7969609.132,7230921.491,9544103.764,3979470.292,8080960.367,25677328.7,3290742.36,12478561.45
"Feature0269",62988266.97,7109722.265,111241860.8,100488051.8,99284326.95,115234476,63689595.71,320613584.6,7532299.545,110176675.4,21185857.87
"Feature0270",109263955.8,157241310.6,13159828.46,22704850.94,8927913.75,20601045.55,73719907.25,133503548.9,18760534.95,126123079.6,6395678.66
"Feature0271",13361947.05,11206122.4,267117144.9,100728363.5,96338733.45,107381026,9450786.876,6918395.807,192272443.7,11110997.61,176965674.9
"Feature0272",6646235.481,5084528.137,4118974.955,7887970.409,9880111.933,10726889.77,11221404.02,7748738.816,12769488.07,6222863.081,3468080.44
"Feature0273",139881.1879,429309.2572,2390622.028,265583.4853,2703959.847,2267164.007,1163493.957,35093935.58,1412465.219,301825.661,541101.6776
"Feature0274",5213586.408,27283419.64,38088862.34,31591218.25,30944754.46,36784425.11,6918768.37,15709032.42,2261961.358,515543.404,1037906.235
"Feature0275",2356421.364,137277662,542756.0486,682907.18,479495.3078,538757.7267,2688104.663,27133072.95,470591.5781,4386416.756,576277.6402
"Feature0276",112826.8729,13200978.85,115826.4063,160199.1792,178633.2938,244080.1507,250330.7331,3077174.95,101812.981,144406.2269,132942.3938
"Feature0277",57416737.05,33381323.06,30682099.95,79644179.42,80627423.03,91371496.42,44308593.29,111282185.3,16203969.79,82312515.49,7487528.807
"Feature0278",73371574.02,55924536.18,10669221.57,32137970.13,32587385.33,42324600.82,64634869.01,167447275.6,2211521.963,117264110.8,6864783.898
"Feature0279",7003370.59,4376597.087,4302906.735,82609595.76,79597725.23,96674147.71,9694291.081,10341977.87,1915303.41,11042706.27,2086149.8
"Feature0280",7404704.654,7837527.581,1331165044,597072.2742,2527064.61,1215439.136,7312737.129,4458443.97,1073164390,9727720.65,983372085.9
"Feature0281",509075476.2,584700545.5,567709487.2,220187608.2,210230770.2,254755510.1,484156341.9,590311901.2,546129131.5,620946767.9,490511785.1
"Feature0282",12907466.67,2998817.419,12300588.49,104660838.8,93095081.74,83900626.56,3334135.332,31494665.85,6342257.056,16946555.05,2341110.197
"Feature0283",121713.1796,143136.6012,106440481.7,603281.9024,135560.8151,134335.4819,200017.722,151677.6743,67793802.06,439445.077,40501309.71
"Feature0284",3720841.097,7420305.952,14051417.55,5622576.483,5578533.488,5169090.279,3183275.98,3120810.085,12622835.17,3792927.277,5913477.288
"Feature0285",1154069.002,212780.8549,19395190.41,120215528.5,125978436.6,125179922.2,1467850.421,9299732.115,12742589.56,7687570.105,8803184.142
"Feature0286",1442972.022,858173.9226,179267895,540995623.3,24894099.61,23210425.44,944515.0787,1130770.01,3767444.292,1251809.404,13424868.33
"Feature0287",660023.551,720136.0577,198610912,602052.9734,596464.2828,613176.6313,707659.9944,651279.3903,195788286,1297118.44,237767084.9
"Feature0288",351234.9454,8069042.886,712624.8943,2222146.073,2200944.881,1859032.693,1492729.942,1832619.459,733019.2394,613244.8984,573678.5525
"Feature0289",25843399.78,50230586.6,12830035.93,477252.2625,927554.2345,653380.663,1556494.511,28246572,11355428.47,14916702.65,9040781.744
"Feature0290",7744129.392,62456660.23,71954606.61,98203483.8,92620047.82,121427333.3,8836262.395,26011307.49,2169320.274,527980.8415,2117767.605
"Feature0291",12963823.64,19648613.41,48139067.88,21165626.58,20049826.12,23107662.84,26720533.86,66257846.08,52958041.39,22226105.48,28198292.99
"Feature0292",9283127.461,14434205.56,28362754.52,19548075.22,18152958.6,20786745.37,9680513.115,34971206.95,829686.7998,622183.9511,203202.3616
"Feature0293",270828.9973,356413.8683,1086828.7,19548075.22,290367.4883,571047.9635,243073.5161,554047.5783,20418569.84,15716611.29,10025696.28
"Feature0294",1979598.384,11772517.74,119854.0193,169419.0735,177653.2043,191475.2118,3368350.238,33316541.89,105883.0532,219622.2247,132963.417
"Feature0295",13545351.75,3121204.419,1493502.69,5905612.01,8392523.821,6787751.534,20756024.63,5008065.493,1182591.167,13461940.99,1635922.83
"Feature0296",34562189.98,10621416.91,49805890.59,301042185.7,306549421.1,358032922.6,13874050.21,19946389.82,17091504.26,34008441.41,7535769.533
"Feature0297",210751.436,415105.2601,12934809.91,1060423.916,1315445.204,1693012.376,96442.04771,258691.5562,7941370.23,194598.7513,5216100.629
"Feature0298",18744937.41,68561313.2,12402558.36,139575.5684,358635.2283,164327.9713,18836485.07,65473429.3,7588329.676,16842566.07,6793145.139
"Feature0299",25691296.44,16607799.85,131496400.3,298433086.1,224591996.7,316253099.7,16048177.19,16254440.12,223052948.7,35041400.63,190257392.5
"Feature0300",490913.6623,246563491.9,469298.5203,501191.753,500196.3777,516673.996,490249.1807,5769361.643,399510.2952,441484.5095,377879.7735
"Feature0301",24223119.82,15870994.81,87277771.93,60147518.37,59011538.85,74347540.22,11393011.83,18425279.02,96526403.08,25760131.04,75248601.37
"Feature0302",36414611.87,27362407.54,140657401.2,94536516,89129779.83,114982072.9,15770279.98,30765197.56,154570446.9,42994303.78,122707672.9
"Feature0303",12601610.37,13502224.75,5752426.41,6160248.619,5323836.886,4014982.378,13316047.98,31533005.5,6757600.761,16634881.4,3615490.25
"Feature0304",5518006.683,7178611.961,4649910.959,3997039.647,4465883.852,4870751.927,5478987.177,4303729.691,3797104.485,6322425.917,3592388.443
"Feature0305",163954.5644,507357.8546,306207.2236,296795.9533,313592.9114,419840.389,2013466.58,4388638.262,312486.8346,701453.1948,296818.8423
"Feature0306",52436562.71,22257553.95,124616018.8,115546891.6,106480294.5,130676469.2,22518869.71,20474258.17,114135132.5,58724779.15,96851246.66
"Feature0307",143169.5385,123397704.4,149226.4518,151084.9689,463671.2735,152368.7411,139518.6191,21516187.43,132045.8581,137850.6802,140745.9464
"Feature0308",100439.802,1040819.556,433033197.5,127113.923,5017005.087,5745406.026,83939.30004,232828.8467,14054271.13,140474.6073,6813094.022
"Feature0309",97947.33255,80311.0446,334250.7518,5099908.344,587654.4116,224091.7578,67699.28124,100032.6434,504836293.6,142266.8286,481035982.3
"Feature0310",56635299.57,71187397.69,6337979.945,35112915.56,28107475.2,30257757.03,14560878.14,57868532.49,4894211.652,52902923.09,3061854.624
"Feature0311",2060909.119,2217691.772,420377.1476,238838.7289,197478.7431,315529.7948,182066.9168,2535375.209,256917.2795,2691453.093,205512.046
"Feature0312",4895524.496,25696390.95,75279022.21,35137778.16,31913814.2,41498940.84,6759987.541,16520683.22,62576740.37,9076923.493,41030789.41
"Feature0313",170059.0154,16835244.31,31230799.18,10417694.27,10793623.46,13312752.41,338700.5561,446767.4062,707513.1587,258037.9414,664880.8644
"Feature0314",21808356.14,16778057.96,21985709.11,36056980.25,35685151.66,41728521.24,16050790.59,40586265.45,12693440.82,24546985.47,10524332.71
"Feature0315",19117118.56,1658950.763,952752.3895,818538.3541,316676.7746,371883.442,37367474.43,973371.1526,361175.3007,27691140.23,337612.7662
"Feature0316",1985436.135,208846209.6,1644353.721,1773449.209,2538818.539,2259043.964,1960875.877,72871105.33,1515247.909,1987907.113,1207236.657
"Feature0317",1638533.776,5538813.792,83567956.88,623144.2577,164126.5325,517131.7473,1495822.807,2884419.187,61871623.56,2063500.329,62069841.04
"Feature0318",132210361.6,146213813.9,133240537.3,100299326.7,99682009.8,113561894,122864993.5,132220984.8,122786384.8,164116057,105404977.5
"Feature0319",1585420.157,1979603.421,18320994.48,17111682.48,18697013.35,20422916.04,1374869.79,1898040.174,10919020.32,2201883.116,4351729.945
"Feature0320",10496050.1,21159666.47,112152438.9,8713759.954,9817493.875,10533277.63,11004270.6,18133790.89,57215406.64,9191325.299,78476547.45
"Feature0321",466542.2861,766646.859,721528.3349,76876229.75,71111535.02,86479989.79,281377.6165,1188676.073,497519.554,502190.558,197421.7644
"Feature0322",11557381.19,30560023.26,618836.033,653519.9344,832934.6638,625628.3388,368485398.7,138087651.1,378375.8359,35205229.57,298376.2627
"Feature0323",870476.7369,1477634.073,332732.4153,80173097.48,76655662.05,93514326.83,2189409.222,2448811.617,3312983.863,2822106.403,2892494.472
"Feature0324",2013171.869,3940799.69,951033.3837,315320.524,918385.2163,925225.7673,46500865.7,12619960.15,433631.2267,4155541.268,725389.5037
"Feature0325",197089.6718,185705.2072,450409.9623,300405.7188,313634.2061,400087.7648,262059.1761,205395.0731,309217.1746,198335.1181,288284.4422
"Feature0326",6211330.907,2201579.66,3070730.126,233302422.9,255608768.1,307467044.3,1209718.703,878399.7643,2109928.011,5821622.652,2382368.636
"Feature0327",7613082.665,32343291.19,415134.1355,10868139.7,9857444.051,13357788.73,202500.3907,1317539.812,217397.5366,4910933.728,210346.2974
"Feature0328",20551953,65966584.8,270388.8905,337049.2418,141757.1259,389305.3552,4558935.109,35435823.7,350067.6861,1173987.828,412820.0368
"Feature0329",7680196.916,128985985.4,748424.32,571921.0469,635131.9975,508773.3148,3757693.735,202007329.2,431193.241,17129352.8,590356.9819
"Feature0330",164419268.8,254010315.5,4284874.699,4771707.823,3261469.562,4582213.136,164320708.3,261079121.4,4222303.651,234377456.2,4841487.385
"Feature0331",99356311.14,111673709.4,24779558.92,86930432.51,80293091.57,94885993.38,85724553.06,94448533.07,15489863.59,116143325.4,13548789.84
"Feature0332",4447962.81,3772527.185,68802444.99,119564432.7,93209775.79,97424375.8,7371588.083,4622581.549,63626727.64,4352656.787,51467359.65
"Feature0333",4106525.856,83292773.72,5672454.417,3598984.271,4870207.123,3537854.291,4583602.146,25695241.62,4876251.053,4409291.155,3580158.838
"Feature0334",9670294.956,22286421.91,2963652.003,394099.0289,488723.1919,640004.2228,4179125.868,44241587.13,2500005.515,11175078.26,2104577.123
"Feature0335",6519986.873,4271279.632,1579476.278,47878766.76,48345471.72,58218088.17,4383900.625,10574871.21,1389289.66,11529060.82,1304467.419
"Feature0336",210449.3347,1173106.326,214982.0962,1938389.419,1009250.539,2559436.916,1480084.268,384502.8612,103550849.2,97844066.32,101307631.2
"Feature0337",15369258.7,24634919.22,20356069.12,1487006.66,1191868.175,1362821.195,14256238.3,54869280.82,21732819.24,14914061.64,4951341.217
"Feature0338",161977776.7,214582720.9,228606910.2,739390499.3,780619131.3,868757169,114082077.8,330919776.1,161081546,211678334.1,144024699.1
"Feature0339",44972548.88,30913594.84,79578756.83,55412832.97,72967174.03,74521704.16,24919163.42,28537313.26,66481938.59,52801671.85,60407280.02
"Feature0340",2152698.551,1280267.188,13967134.4,23905828.97,36064848.33,33985171.3,1342894.605,1686939.819,5147073.302,1516125.193,2236505.999
"Feature0341",92693873.19,100281250.7,98396921.02,77336422.28,76539105.1,78782069.11,98074036.22,94057777.63,76766693.41,102211110.6,75794629.56
"Feature0342",3072573.394,4291693.478,76594864.66,25089839.3,24871255.15,30581786.08,24332238.1,24651770.3,63456272.09,8774005.865,57912043.46
"Feature0343",318563.1165,2448496.692,31896697.29,22630026.57,23349288.12,48371049.54,515620.0319,745245.1381,31899564.66,974331.7091,29649675.29
"Feature0344",4081557.37,11659065.77,24591202.12,42820405.02,35624312.29,41678790.75,5195486.404,9585422.223,22047645.54,5044334.166,12742326.78
"Feature0345",1245538.434,3875117.765,31537560.82,66873223.6,53023615.86,64194803.24,1525981.483,3441823.039,29150252.23,3547294.169,26460623.12
"Feature0346",25196534.76,71554427.04,12551912.39,866153.1403,540774.418,939522.4138,1390273.889,68834038.48,10704542.06,17109254.25,9285142.337
"Feature0347",115706.2144,91413.62191,27404385.7,110648.9786,124227.0571,153572.7473,127837.1397,173495.4315,20650018.67,135086.3951,23094443.17
"Feature0348",9538221.14,35322080.74,55184813.47,15221130.38,15172729.18,17673350.22,10573331.77,38730773.53,39933235.51,15994686.15,16279884.24
"Feature0349",3114934.562,3521644.45,46684150.33,54908466.05,104175634.8,62746290.33,2002077.2,4073170.358,45877381.72,2950992.257,39266156.44
"Feature0350",15605612.85,7835224.62,5959618.287,33070548.9,31724700.36,37859576.79,13900493.5,22015975.74,5155244.177,23543722.39,3387278.664
"Feature0351",11997089.32,21677333.07,2216894.399,1006185.538,927209.7927,612580.6904,10809894.1,25677963.25,2328657.949,14697997.1,1772321.627
"Feature0352",4732440.72,13136636.35,3638273.613,1368429.538,1784951.338,1581340.089,3376769.114,58565398.39,3307563.828,7620814.456,2420508.889
"Feature0353",2151670.045,27811161.05,36526496.64,12385118.7,11967720.32,14522512.01,3528787.658,11265016.05,36470234.56,3419382.815,16434511.28
"Feature0354",196697.4919,196773.0562,50901307.57,22605635.74,24295771.1,23726286.13,442531.0099,3903291.882,51718600.34,339130.9567,46064910.52
"Feature0355",594761.269,1725054.582,9712781.119,30401062.58,5056713.326,6511564.956,398291.735,370792.3817,391292.9121,34847990.85,674005.054
"Feature0356",24378652.72,26190418.84,33588368.81,8969787.096,62994170.28,79405547.47,19806657.51,59270841.77,20452733.08,29453596.77,15478592.42
"Feature0357",9232767.157,21347981.65,33495061.28,13614885.04,12149463.33,13097718.75,2809840.902,4740723.863,17013222.13,5289687.756,10752172.73
"Feature0358",7905339.997,10206946.78,11756746.7,11519892.82,11177411.68,11083193.46,7486390.172,7240048.04,9363606.829,10954936.18,4691077.348
"Feature0359",6949667.995,58686172.46,77368858.25,44500365.54,42304251.32,52462702.11,10683726.27,30596185.85,87450380.4,11948903.91,42725725.09
"Feature0360",247587012,143956782.7,137245855.9,341386789.3,324168419.3,377312653.3,189619088.7,461560322.8,66762488.07,343718240.9,29781804.25
"Feature0361",5816016.742,8113763.098,21798659.02,4409974.995,4925905.325,5142478.541,2495414.866,6469815.853,14238346.28,5801083.911,5747996.443
"Feature0362",56446434.62,49139090.74,116270272.6,64474935.93,56383271.94,73720235.55,51638573.97,180225790.8,85643323.29,78868328.13,16329899.62
"Feature0363",115261485.8,171429212.2,163191454.8,245868068.5,232952094.5,261595381.1,37092236.09,113570484.2,119490082.3,106842169.1,78244452.83
"Feature0364",5183422.105,9126471.867,32023319.14,4010956.861,5055103.077,4642205.26,6740116.493,9999916.744,13655278.88,4870413.181,19016304.46
"Feature0365",3594321.743,6868937.192,9060670.468,1039567.529,1537818.004,1150305.196,2456749.41,3514870.247,7406621.837,5274848.335,6916390.35
